label,text
neg,imagine a really bad community theater production of west side story without the songs . 
neg,"soul is what's lacking in every character in this movie and , subsequently , the movie itself . "
neg,"a one-trick pony whose few t&a bits still can't save itself from being unoriginal , unfunny and unrecommendable . "
neg,the worst kind of independent ; the one where actors play dress down hicks and ponderously mope around trying to strike lightning as captured by their 1970s predecessors
neg,"it may be a prize winner , but teacher is a bomb . "
neg,"the production values are up there . the use of cgi and digital ink-and-paint make the thing look really slick . the voices are fine as well . the problem , it is with most of these things , is the script . "
neg,"it's got its heart in the right place , but it also wilts after awhile . "
neg,proves that a movie about goodness is not the same thing as a good movie . 
neg,"well , it does go on forever . "
neg,this overproduced and generally disappointing effort isn't likely to rouse the rush hour crowd . 
neg,topkapi this is not . 
neg,"if shayamalan wanted to tell a story about a man who loses his faith , why didn't he just do it , instead of using bad sci-fi as window dressing ? "
neg,ethan hawke has always fancied himself the bastard child of the beatnik generation and it's all over his chelsea walls . 
neg,equal parts bodice-ripper and plodding costume drama . 
neg,"i'm not suggesting that you actually see it , unless you're the kind of person who has seen every wim wenders film of the '70s . "
neg,"while the film misfires at every level , the biggest downside is the paucity of laughter in what's supposed to be a comedy . "
neg,"if you liked the 1982 film then , you'll still like it now . "
neg,"a 93-minute condensation of a 26-episode tv series , with all of the pitfalls of such you'd expect . "
neg,"guillen rarely gets beneath the surface of things . she lists ingredients , but never mixes and stirs . "
neg,audiences can be expected to suspend their disbelief only so far -- and that does not include the 5 o'clock shadow on the tall wooden kid as he skips off to school . 
neg,to imagine the life of harry potter as a martial arts adventure told by a lobotomized woody allen is to have some idea of the fate that lies in store for moviegoers lured to the mediocrity that is kung pow : enter the fist . 
neg,"it delivers some chills and sustained unease , but flounders in its quest for deeper meaning . "
neg,credibility levels are low and character development a non-starter . 
neg,"i would have preferred a transfer down the hall to mr . holland's class for the music , or to robin williams's lecture so i could listen to a teacher with humor , passion , and verve . "
neg,"for the most part , the ingredients are there . but an unwillingness to explore beyond the surfaces of her characters prevents nettelbeck's film from coming together . "
neg,"an earnest , heartrending look at the divide between religious fundamentalists and their gay relatives . it's also heavy-handed and devotes too much time to bigoted views . "
neg,"a mawkish , implausible platonic romance that makes chaplin's city lights seem dispassionate by comparison . "
neg,"yes , one enjoys seeing joan grow from awkward young woman to strong , determined monarch , but her love for the philandering philip only diminishes her stature . "
neg,"it's a film that hinges on its casting , and glover really doesn't fit the part . "
neg,"this is a throwaway , junk-food movie whose rap soundtrack was better tended to than the film itself . "
neg," . . . with the candy-like taste of it fading faster than 25-cent bubble gum , i realized this is a throwaway movie that won't stand the test of time . it's a trifle . "
neg,"literally nothing in the pool is new , but if you grew up on the stalker flicks of the 1980's this one should appease you for 90 minutes . "
neg,arguably the year's silliest and most incoherent movie . 
neg,"anyway , for one reason or another , crush turns into a dire drama partway through . after that , it just gets stupid and maudlin . too bad , but thanks to some lovely comedic moments and several fine performances , it's not a total loss . "
neg,chao was chen kaige's assistant for years in china . he has not learnt that storytelling is what the movies are about . 
neg,a mixed bag of a comedy that can't really be described as out of this world . 
neg,unwieldy contraption . 
neg,the film is a travesty of the genre and even as spoof takes itself too seriously . 
neg,marries the amateurishness of the blair witch project with the illogic of series 7 : the contenders to create a completely crass and forgettable movie . 
neg,the piano teacher is the sort of movie that discourages american audiences from ever wanting to see another foreign film . 
neg,"if it's another regurgitated action movie you're after , there's no better film than half past dead . "
neg,"so what is the point ? lovingly choreographed bloodshed taking place in a pristine movie neverland , basically . "
neg,this is junk food cinema at its greasiest . 
neg,"when it's all wet , blue crush is highly enjoyable . when it's on dry land , though , this surfer-girl melodrama starts gasping like a beached grouper . "
neg,"most new movies have a bright sheen . some , like ballistic , arrive stillborn . . . looking like the beaten , well-worn video box cover of seven years into the future . "
neg,"the story is naturally poignant , but first-time screenwriter paul pender overloads it with sugary bits of business . "
neg,you see robert de niro singing - and dancing to - west side story show tunes . choose your reaction : a . ) that sure is funny ! b . ) that sure is pathetic ! 
neg,a sermonizing and lifeless paean to teenage dullards . 
neg,this dramatically shaky contest of wills only reiterates the old hollywood saw : evil is interesting and good is boring . 
neg,"before long , the film starts playing like general hospital crossed with a saturday night live spoof of dog day afternoon . "
neg,"the charms of willful eccentricity , at least as evidenced by this latest cinematic essay , are beginning to wear a bit thin . "
neg,"instead of accurately accounting a terrible true story , the film's more determined to become the next texas chainsaw massacre . but what about the countless other people who'd merely like to watch a solid tale about a universally interesting soul ? "
neg,"a silly , self-indulgent film about a silly , self-indulgent filmmaker . "
neg,"scarlet diva has a voyeuristic tug , but all in all it's a lot less sensational than it wants to be . "
neg,"the character is too forced and overwritten to be funny or believable much of the time , and clayburgh doesn't always improve the over-the-top mix . "
neg,"flashy , pretentious and as impenetrable as morvern's thick , working-class scottish accent . "
neg,a battle between bug-eye theatre and dead-eye matinee . 
neg,the movie is virtually without context -- journalistic or historical . what's worse is that pelosi knows it . 
neg," . . . instead go rent "" shakes the clown "" , a much funnier film with a similar theme and an equally great robin williams performance . "
neg,"lame , haphazard teen comedy . "
neg,"it's the kind of movie that ends up festooning u . s . art house screens for no reason other than the fact that it's in french ( well , mostly ) with english subtitles and is magically 'significant' because of that . "
neg,"this miserable excuse of a movie runs on empty , believing flatbush machismo will get it through . "
neg,"expect to be reminded of other , better films , especially seven , which director william malone slavishly copies . "
neg,"nair stuffs the film with dancing , henna , ornamentation , and group song , but her narrative clichés and telegraphed episodes smell of old soap opera . "
neg,"it's getting harder and harder to ignore the fact that hollywood isn't laughing with us , folks . it's laughing at us . "
neg,"might have been better off as a documentary , with less of mr . eyre's uninspired dramatics and more of his sense of observation and outrage . "
neg,every good actor needs to do his or her own hamlet . for benigni it wasn't shakespeare whom he wanted to define his career with but pinocchio . it might as well have been problem child iv . 
neg,arnold's jump from little screen to big will leave frowns on more than a few faces . 
neg,both awful and appealing . 
neg,the lack of opposing viewpoints soon grows tiresome -- the film feels more like a series of toasts at a testimonial dinner than a documentary . 
neg,nothing plot-wise is worth e-mailing home about . 
neg,"we are left with a superficial snapshot that , however engaging , is insufficiently enlightening and inviting . "
neg,"helmer devito . . . attempts to do too many things in this story about ethics , payola , vice , murder , kids' tv and revenge . "
neg,it wouldn't be my preferred way of spending 100 minutes or $7 . 00 . 
neg,i hated every minute of it . 
neg,"[t]hose same extremes prevent us from taking its message seriously , and the stepford wives mentality doesn't work in a modern context . "
neg,obvious politics and rudimentary animation reduce the chances that the appeal of hey arnold ! the movie will reach far beyond its core demographic . 
neg,"there's no mistaking the fact that this hybrid misses the impact of the disney classic , and even that of the excellent 1934 mgm version . "
neg,"a simple , sometimes maddeningly slow film that has just enough charm and good acting to make it interesting , but is ultimately pulled under by the pacing and lack of creativity within . "
neg,"roger michell , who did an appealing job directing persuasion and notting hill in england , gets too artsy in his american debut . "
neg,"there is an almost poignant dimension to the way that every major stunt seagal's character . . . performs is shot from behind , as if it could fool us into thinking that we're not watching a double . "
neg,anthony hopkins ? big deal ! we've already seen the prequel to the silence of the lambs and hannibal -- and it was better the first time . 
neg,"ostensibly celebrates middle-aged girl power , even as it presents friendship between women as pathetic , dysfunctional and destructive . "
neg,"if this is an example of the type of project that robert redford's lab is willing to lend its imprimatur to , then perhaps it's time to rethink independent films . "
neg,pumpkin sits in a patch somewhere between mirthless todd solondzian satire and callow student film . 
neg,"not so much funny as aggressively sitcom-cute , it's full of throwaway one-liners , not-quite jokes , and a determined tv amiability that allen personifies . "
neg,"it's not that waiting for happiness is a bad film , because it isn't . it's just incredibly dull . "
neg,the sad thing about knockaround guys is its lame aspiration for grasping the coolness vibes when in fact the film isn't as flippant or slick as it thinks it is . 
neg,a cumbersome and cliche-ridden movie greased with every emotional device known to man . 
neg,"director ferzan ozpetek creates an interesting dynamic with the members of this group , who live in the same apartment building . but he loses his focus when he concentrates on any single person . "
neg,"egoyan's movie is too complicated to sustain involvement , and , if you'll excuse a little critical heresy , too intellectually ambitious . "
neg,"it wants to be thought of as a subversive little indie film , but it has all the qualities of a modern situation comedy . "
neg,"despite apparent motives to the contrary , it ends up being , like [seinfeld's] revered tv show , about pretty much nothing . "
neg,"shadyac shoots his film like an m . night shyamalan movie , and he frequently maintains the same snail's pace ; he just forgot to add any genuine tension . "
neg,plays less like a coming-of-age romance than an infomercial . 
neg,"there are a few laughs and clever sight gags scattered about , but not enough to make this anything more than another big-budget bust . "
neg,"the story's so preposterous that i didn't believe it for a second , despite the best efforts of everyone involved . "
neg,i've heard that the fans of the first men in black have come away hating the second one . i wonder why . they felt like the same movie to me . 
neg,"despite her relentless vim and winsome facial symmetry , witherspoon is just too dialed-up to be america's sweetheart . "
neg,an ultra-low-budget indie debut that smacks more of good intentions than talent . 
neg,"birot is a competent enough filmmaker , but her story has nothing fresh or very exciting about it . "
neg,"de niro and mcdormand give solid performances , but their screen time is sabotaged by the story's inability to create interest . "
neg,even those of a single digit age will be able to recognize that this story is too goofy . . . even for disney . 
neg,"that is essentially what's missing from blackboards -- the sense of something bigger , some ultimate point . "
neg,a compendium of solondz's own worst instincts in under 90 minutes . 
neg,"if the title is a jeopardy question , then the answer might be "" how does steven seagal come across these days ? "" or maybe "" how will you feel after an 88-minute rip-off of the rock with action confined to slo-mo gun firing and random glass-shattering ? "
neg,"it is a comedy that's not very funny and an action movie that is not very thrilling ( and an uneasy alliance , at that ) . "
neg,"the story is familiar from its many predecessors ; like them , it eventually culminates in the not-exactly -stunning insight that crime doesn't pay . "
neg,you'll have more fun setting fire to yourself in the parking lot . you'll be more entertained getting hit by a bus . 
neg,"dissing a bond movie is quite like calling a dog stupid , but when it has the temerity to run over two hours , you feel like winding up with a kick . "
neg,"ritchie's treatment of the class reversal is majorly ham-fisted , from the repetitive manifestos that keep getting thrown in people's faces to the fact amber is such a joke . "
neg,"flat , but with a revelatory performance by michelle williams . "
neg,little more than a frothy vanity project . 
neg,the film goes from being an unusual sci-fi character study to a chase flick that detracts from its ending . 
neg,"verbinski substitutes atmosphere for action , tedium for thrills . "
neg,"for all its surface frenzy , high crimes should be charged with loitering -- so much on view , so little to offer . "
neg,the sum of all fears is almost impossible to follow -- and there's something cringe-inducing about seeing an american football stadium nuked as pop entertainment . 
neg,"alex nohe's documentary plays like a travelogue for what mostly resembles a real-life , big-budget nc-17 version of tank girl . "
neg,the title trapped turns out to be a pretty fair description of how you feel while you're watching this ultra-manipulative thriller . 
neg,"the appeal of the vulgar , sexist , racist humour went over my head or -- considering just how low brow it is -- perhaps it snuck under my feet . "
neg,the story really has no place to go since simone is not real—she can't provide any conflict . 
neg,ihops don't pile on this much syrup . 
neg,"for the most part , i spy was an amusing lark that will probably rank as one of murphy's better performances in one of his lesser-praised movies . "
neg,"focuses on joan's raging hormones and sledgehammers the audience with spanish inquisitions about her "" madness "" so much that i became mad that i wasted 123 minutes and $9 . 50 on this 21st century torture device . "
neg,"this series should have died long ago , but they keep bringing it back another day as punishment for paying money to see the last james bond movie . "
neg,a bit of an unwieldy mess . 
neg,"with a story as bizarre and mysterious as this , you don't want to be worrying about whether the ineffectual broomfield is going to have the courage to knock on that door . "
neg,"the filmmakers juggle and juxtapose three story lines but fail to come up with one cogent point , unless it's that life stinks , especially for sensitive married women who really love other women . "
neg,"the movie feels like it's going to be great , and it carries on feeling that way for a long time , but takeoff just never happens . "
neg,"a gimmick in search of a movie : how to get carvey into as many silly costumes and deliver as many silly voices as possible , plot mechanics be damned . "
neg, . . . the last time i saw a theater full of people constantly checking their watches was during my sats . 
neg, . . . fifty minutes of tedious adolescent melodramatics followed by thirty-five minutes of inflated nonsense . 
neg, . . . lacks the punch and verve needed to make this genre soar . 
neg,"it's often faintly amusing , but the problems of the characters never become important to us , and the story never takes hold . "
neg,"it's tough , astringent , darkly funny and . . . well , it's also generic , untidy , condescending and mild of impact rather than stunning . "
neg,largely a for-fans artifact . 
neg,"there's no denying the elaborateness of the artist's conceptions , nor his ability to depict them with outrageous elan , but really the whole series is so much pretentious nonsense , lavishly praised by those who equate obscurity with profundity . "
neg,characters wander into predictably treacherous situations even though they should know better . 
neg,there's plenty of style in guillermo del toro's sequel to the 1998 hit but why do we need 117 minutes to tell a tale that simply can't sustain more than 90 minutes . 
neg,"[i]f you've been to more than one indie flick in your life , chances are you've already seen this kind of thing . "
neg,first-time director joão pedro rodrigues' unwillingness to define his hero's background or motivations becomes more and more frustrating as the film goes on . 
neg,no reason for anyone to invest their hard-earned bucks into a movie which obviously didn't invest much into itself either . 
neg,"a strong first quarter , slightly less so second quarter , and average second half . "
neg,"a boring , wincingly cute and nauseatingly politically correct cartoon guaranteed to drive anyone much over age 4 screaming from the theater . "
neg,"the vampire thriller blade ii starts off as a wild hoot and then sucks the blood out of its fun – toward the end , you can feel your veins cringing from the workout . "
neg,"when the first few villians are introduced as "" spider "" and "" snake "" you know you're in for a real winner , creativity at its peak . "
neg,an afterschool special without the courage of its convictions . 
neg,"the final result makes for adequate entertainment , i suppose , but anyone who has seen chicago on stage will leave the theater feeling they've watched nothing but a pale imitation of the real deal . "
neg,"[director] byler may yet have a great movie in him , but charlotte sometimes is only half of one . "
neg,so few movies explore religion that it's disappointing to see one reduce it to an idea that fits in a sampler . 
neg,"it's also clear from the start that the transporter is running purely on adrenaline , and once the initial high wears off , the film's shortcomings start to shine through . "
neg,watching it is rather like viewing a long soap opera in which only the first episode was any good . 
neg,"it's fun , but a psychological mess , with austin powers bumping his head on the way out of the closet . "
neg,"there are touching moments in etoiles , but for the most part this is a dull , dour documentary on what ought to be a joyful or at least fascinating subject . "
neg,"overwrought , melodramatic bodice-ripper . "
neg,could the whole plan here have been to produce something that makes fatal attraction look like a classic by comparison ? that's the only sane rationale i can think of for swimfan's existence . 
neg,"i didn't laugh at the ongoing efforts of cube , and his skinny buddy mike epps , to make like laurel and hardy 'n the hood . "
neg,the only way this supernatural snore-fest could give anyone a case of the frights is if they were put to sleep by the movie and had a nightmare . 
neg,i wonder what the reaction of israelis will be to this supposedly evenhanded presentation . 
neg,"the film would work much better as a video installation in a museum , where viewers would be free to leave . immediately . "
neg,"human nature initially succeeds by allowing itself to go crazy , but ultimately fails by spinning out of control . "
neg,"[it's] a prison soccer movie starring charismatic tough guy vinnie jones , but it had too much spitting for me to enjoy . "
neg,not even the hanson brothers can save it
neg,"the thriller side of this movie is falling flat , as the stalker doesn't do much stalking , and no cop or lawyer grasps the concept of actually investigating the case . "
neg, . . . [a] strained comedy that jettisons all opportunities for rock to make his mark by serving up the usual chaotic nonsense . 
neg,"a sour , nasty offering . "
neg,"feels like one of those contrived , only-in -hollywood productions where name actors deliver big performances created for the sole purpose of generating oscar talk . "
neg,obstacles are too easily overcome and there isn't much in the way of character development in the script . 
neg,it tells more than it shows . 
neg,earnest falls short of its ideal predecessor largely due to parker's ill-advised meddling with the timeless source material . 
neg,"the film might have been more satisfying if it had , in fact , been fleshed out a little more instead of going for easy smiles . "
neg,pretentious editing ruins a potentially terrific flick . 
neg,"not every animated film from disney will become a classic , but forgive me if i've come to expect more from this studio than some 79-minute after-school "" cartoon "" . "
neg,"do not , under any circumstances , consider taking a child younger than middle school age to this wallow in crude humor . "
neg,"nothing debases a concept comedy quite like the grinding of bad ideas , and showtime is crammed full of them . "
neg,much-anticipated and ultimately lackluster movie . 
neg,this is really just another genre picture . 
neg,"each story on its own could have been expanded and worked into a compelling single feature , but in its current incarnation , storytelling never quite gets over its rather lopsided conception . "
neg,"william shatner , as a pompous professor , is the sole bright spot . . . "
neg,a trite psychological thriller designed to keep the audience guessing and guessing -- which is not to be confused with suspecting -- until it comes time to wrap things up and send the viewers home . 
neg,neither funny nor suspenseful nor particularly well-drawn . 
neg,"'carente de imaginación , mal dirigida , peor actuada y sin un ápice de romance , es una verdadera pérdida de tiempo y dinero'"
neg,"acting , particularly by tambor , almost makes "" never again "" worthwhile , but [writer/director] schaeffer should follow his titular advice"
neg,"both stars manage to be funny , but , like the recent i spy , the star chemistry begs the question of whether random gags add up to a movie . "
neg," "" collateral damage "" goes by the numbers and reps decent action entertainment – until the silly showdown ending that forces the viewer to totally suspend disbelief"
neg,'enigma' is a good name for a movie this delibrately obtuse and unapproachable . a waste of good performances . 
neg,"a dreary , incoherent , self-indulgent mess of a movie in which a bunch of pompous windbags drone on inanely for two hours . . . a cacophony of pretentious , meaningless prattle . "
neg,"i kept thinking over and over again , 'i should be enjoying this . ' but i wasn't . "
neg,"as conceived by mr . schaeffer , christopher and grace are little more than collections of quirky traits lifted from a screenwriter's outline and thrown at actors charged with the impossible task of making them jell . "
neg,"like so many other allegedly scary movies , it gets so tangled up in the twist that it chokes the energy right out of the very audience it seeks to frighten . "
neg,"the essential problem in orange county is that , having created an unusually vivid set of characters worthy of its strong cast , the film flounders when it comes to giving them something to do . "
neg,"just like hearst's enormous yacht , it's slow and unwieldy and takes a long time to reach its destination . "
neg,"there is not a character in the movie with a shred of plausibility , not an event that is believable , not a confrontation that is not staged , not a moment that is not false . "
neg,"where last time jokes flowed out of cho's life story , which provided an engrossing dramatic through line , here the comedian hides behind obviously constructed routines . "
neg,"why come up with something even quasi-original , when you can pillage from shirley jackson , richard matheson . . . and puke up something like rose red ? "
neg,"a broadly played , lowbrow comedy in which the cast delivers mildly amusing performances and no farm animals were injured by any of the gags . "
neg, . . . too gory to be a comedy and too silly to be an effective horror film . 
neg,"lacks heart , depth and , most of all , purpose . "
neg,"though a bit of a patchwork in script and production , a glossy , rich green , environment almost makes the picture work . "
neg,"perfectly enjoyable , instantly forgettable , nothing to write home about . "
neg,"wasabi is slight fare indeed , with the entire project having the feel of something tossed off quickly ( like one of hubert's punches ) , but it should go down smoothly enough with popcorn . "
neg,somehow both wildly implausible and strangely conventional . 
neg,this ill-fitting tuxedo is strictly off-the-rack . 
neg,"is "" ballistic "" worth the price of admission ? absolutely not . it sucked . would i see it again ? please see previous answer . "
neg,"the premise is in extremely bad taste , and the film's supposed insights are so poorly thought-out and substance-free that even a high school senior taking his or her first psychology class could dismiss them . "
neg,"sets up a nice concept for its fiftysomething leading ladies , but fails loudly in execution . "
neg,"kidman is really the only thing that's worth watching in birthday girl , a film by the stage-trained jez butterworth ( mojo ) that serves as yet another example of the sad decline of british comedies in the post-full monty world . "
neg,imagine the james woods character from videodrome making a home movie of audrey rose and showing it to the kid from the sixth sense and you've imagined the ring . 
neg,this time kaufman's imagination has failed him . 
neg,an intermittently pleasing but mostly routine effort . 
neg,"it becomes gimmicky instead of compelling . "" interview "" loses its overall sense of mystery and becomes a tv episode rather than a documentary that you actually buy into . "
neg,'unfaithful' cheats on itself and retreats to comfortable territory . too bad . 
neg,frenetic but not really funny . 
neg,"taken individually or collectively , the stories never add up to as much as they promise . "
neg,"if you're not a prepubescent girl , you'll be laughing at britney spears' movie-starring debut whenever it doesn't have you impatiently squinting at your watch . "
neg,a didactic and dull documentary glorifying software anarchy . 
neg,an awful snooze . 
neg,"sluggishly directed by episodic tv veteran joe zwick , it's a sitcom without the snap-crackle . "
neg,you could nap for an hour and not miss a thing . 
neg,director clare kilner's debut is never as daft as it should have been . 
neg,new best friend shouldn't have gone straight to video ; it should have gone straight to a mystery science theater 3000 video . 
neg,wallace seems less like he's been burning to tell a war story than he's been itching to somehow tack one together
neg,the thrill is ( long ) gone . 
neg,just plain silly . 
neg,"began life as a computer game , then morphed into a movie -- a bad one , of course . "
neg,"part comedy , part drama , the movie winds up accomplishing neither in full , and leaves us feeling touched and amused by several moments and ideas , but nevertheless dissatisfied with the movie as a whole . "
neg,godawful boring slug of a movie . 
neg,"dull , if not devoid of wit , this shaggy dog longs to frisk through the back alleys of history , but scarcely manages more than a modest , snoozy charm . "
neg,"scene-by-scene , things happen , but you'd be hard-pressed to say what or why . "
neg," . . . an unimaginative , nasty , glibly cynical piece of work . "
neg,"it is , by conventional standards , a fairly terrible movie . . . but it is also weirdly fascinating , a ready-made eurotrash cult object . it is also , at times , curiously moving . "
neg,"the tug-of-war at the core of beijing bicycle becomes weighed down with agonizing contrivances , overheated pathos and long , wistful gazes . "
neg,vile and tacky are the two best adjectives to describe ghost ship . 
neg,some decent actors inflict big damage upon their reputations . 
neg,"being author wells' great-grandson , you'd think filmmaker simon wells would have more reverence for the material . but this costly dud is a far cry from either the book or the beloved film . "
neg,"offensive in the way it exploits the hot-button issue of domestic abuse for cheap thrills and disgusting in the manner it repeatedly puts a small child in jeopardy , treating her as little more than a prop to be cruelly tormented . "
neg,mark me down as a non-believer in werewolf films that are not serious and rely on stupidity as a substitute for humor . 
neg,"thoughtless , random , superficial humour and a lot of very bad scouse accents"
neg,aspires for the piquant but only really achieves a sort of ridiculous sourness . 
neg,"accuracy and realism are terrific , but if your film becomes boring , and your dialogue isn't smart , then you need to use more poetic license . "
neg,"for all its highfalutin title and corkscrew narrative , the movie turns out to be not much more than a shaggy human tale . "
neg,"a soggy , cliche-bound epic-horror yarn that ends up being even dumber than its title . "
neg,one groan-inducing familiarity begets another . 
neg,"although based on a real-life person , john , in the movie , is a rather dull person to be stuck with for two hours . "
neg,feeble comedy . 
neg,"great story , bad idea for a movie . "
neg,with spy kids 2 : the island of lost dreams writer/director/producer robert rodriguez has cobbled together a film that feels like a sugar high gone awry . 
neg,"there is no entry portal in the rules of attraction , and i spent most of the movie feeling depressed by the shallow , selfish , greedy characters . "
neg,it's hard to tell with all the crashing and banging where the salesmanship ends and the movie begins . 
neg," "" my god , i'm behaving like an idiot ! "" yes , you are , ben kingsley . "
neg,a dreadful live-action movie . 
neg,"divertingly ridiculous , headbangingly noisy . "
neg,"an earnest racial-issues picture that might have gotten respectful critical praise in a different era -- say , the '60s . "
neg,"a hideous , confusing spectacle , one that may well put the nail in the coffin of any future rice adaptations . "
neg,all i can say is fuhgeddaboutit . 
neg,"between bedroom scenes , viewers may find themselves wishing they could roll over and take a nap . "
neg,"if you collected all the moments of coherent dialogue , they still wouldn't add up to the time required to boil a four- minute egg . "
neg,"despite all the talking , by the time the bloody climax arrives we still don't feel enough of an attachment to these guys to care one way or another . "
neg,"every bit as bogus as most disney live action family movies are -- no real plot , no real conflict , no real point . "
neg,"a sensual performance from abbass buoys the flimsy story , but her inner journey is largely unexplored and we're left wondering about this exotic-looking woman whose emotional depths are only hinted at . "
neg,"never engaging , utterly predictable and completely void of anything remotely interesting or suspenseful . "
neg,"spousal abuse is a major problem in contemporary society , but the film reduces this domestic tragedy to florid melodrama . "
neg,"oedekerk wrote patch adams , for which he should not be forgiven . why he was given free reign over this project -- he wrote , directed , starred and produced -- is beyond me . "
neg,"the creaking , rusty ship makes a fine backdrop , but the ghosts' haunting is routine . "
neg,"whatever eyre's failings as a dramatist , he deserves credit for bringing audiences into this hard and bitter place . "
neg,"scotland , pa . blurs the line between black comedy and black hole . "
neg,"it tries too hard , and overreaches the logic of its own world . "
neg,"the whole damn thing is ripe for the jerry springer crowd . it's all pretty cynical and condescending , too . "
neg,i cry for i spy -- or i would if this latest and laziest imaginable of all vintage-tv spinoffs were capable of engendering an emotional response of any kind . 
neg,"a boring , formulaic mix of serial killers and stalk'n'slash . "
neg,"what you would end up with if you took orwell , bradbury , kafka , george lucas and the wachowski brothers and threw them into a blender . but that's just the problem with it - the director hasn't added enough of his own ingredients . "
neg,"with recent tensions rekindled by the kathleen soliah trial and the upcoming trial of sla members emily and william harris , not to mention sept . 11 , its difficult these days to appreciate fire's bright side . "
neg,flaunts its quirky excesses like a new year's eve drunk sporting a paper party hat . 
neg,"writhing under dialogue like 'you're from two different worlds' and 'tonight the maid is a lie and this , this is who you are , ' this schlock-filled fairy tale hits new depths of unoriginality and predictability . "
neg," . . . too slow , too boring , and occasionally annoying . "
neg,is there enough material to merit a documentary on the making of wilco's last album ? 
neg,faultlessly professional but finally slight . 
neg,"schmaltzy and unfunny , adam sandler's cartoon about hanukkah is numbingly bad , little nicky bad , 10 worst list bad . "
neg,"it's really yet another anemic and formulaic lethal weapon-derived buddy-cop movie , trying to pass off its lack of imagination as hip knowingness . "
neg,"scotland , pa . is a strangely drab romp . some studio pizazz might have helped . "
neg,"when perry fists a bull at the moore farm , it's only a matter of time before he gets the upper hand in matters of the heart . "
neg,there's more scatological action in 8 crazy nights than a proctologist is apt to encounter in an entire career . 
neg,"too loud , too long and too frantic by half , die another day suggests that the bond franchise has run into a creative wall that 007 cannot fly over , tunnel under or barrel through . "
neg,the cartoon is about as true to the spirit of the festival of lights as mr . deeds was to that of frank capra . 
neg, . . . the sum of the parts equals largely a confused mediocrity . 
neg,the tone shifts abruptly from tense to celebratory to soppy . 
neg,"if we don't demand a standard of quality for the art that we choose , we deserve the trash that we get . "
neg,a modest and messy metaphysical thriller offering more questions than answers . 
neg,julia is played with exasperating blandness by laura regan . 
neg,morrissette's script and direction show a fair amount of intelligence and wit -- but it doesn't signify a whole lot either . 
neg,there's suspension of disbelief and then there's bad screenwriting . . . this film packs a wallop of the latter . 
neg,"all ms . jovovich , as the sanctified heroine , has to do is look radiant , grimly purposeful and mildly alarmed while forcing open doors , wielding wrenches and fleeing monsters . "
neg,mocking kung fu pictures when they were a staple of exploitation theater programming was witty . mocking them now is an exercise in pointlessness . 
neg,"this is a particularly toxic little bonbon , palatable to only a chosen and very jaundiced few . "
neg,"this isn't just the cliffsnotes version of nicholas nickleby , it's the cliffsnotes with pages missing . "
neg,"considering the harsh locations and demanding stunts , this must have been a difficult shoot , but the movie proves rough going for the audience as well . "
neg,better at putting you to sleep than a sound machine . 
neg,"so clichéd that , at one point , they literally upset an apple cart . "
neg,"it's a decent glimpse into a time period , and an outcast , that is no longer accessible , but it doesn't necessarily shed more light on its subject than the popular predecessor . "
neg,it might be the first sci-fi comedy that could benefit from a three's company-style laugh track . 
neg,"when the plot kicks in , the film loses credibility . "
neg,credibility sinks into a mire of sentiment . 
neg,"the movie takes itself too seriously and , as a result , it makes for only intermittent fun . "
neg,"[davis] has a bright , chipper style that keeps things moving , while never quite managing to connect her wish-fulfilling characters to the human race . "
neg,doesn't amount to much of anything . 
neg,bullock's complete lack of focus and ability quickly derails the film
neg,"so stupid , so ill-conceived , so badly drawn , it created whole new levels of ugly . "
neg,the truth is that the truth about charlie gets increasingly tiresome . 
neg,enduring love but exhausting cinema . 
neg,"some of seagal's action pictures are guilty pleasures , but this one is so formulaic that it seems to be on auto-pilot . "
neg,a ponderous meditation on love that feels significantly longer than its relatively scant 97 minutes . 
neg,a long-winded and stagy session of romantic contrivances that never really gels like the shrewd feminist fairy tale it could have been . 
neg,a little too pat for its own good . 
neg,there are films that try the patience of even the most cinema-besotted critic -- and this was one of them . 
neg,"watching trouble every day , at least if you don't know what's coming , is like biting into what looks like a juicy , delicious plum on a hot summer day and coming away with your mouth full of rotten pulp and living worms . "
neg,"well-intentioned though it may be , its soap-opera morality tales have the antiseptic , preprogrammed feel of an after-school special . "
neg,what would jesus do if he was a film director ? he'd create a movie better than this . 
neg,"when a set of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a bad sign . a very bad sign . "
neg,"it's a deeply serious movie that cares passionately about its subject , but too often becomes ponderous in its teaching of history , or lost in the intricate connections and multiple timelines of its story . "
neg,"can't kick about the assembled talent and the russos show genuine promise as comic filmmakers . still , this thing feels flimsy and ephemeral . "
neg,diane lane shines in unfaithful . almost everything else is wan . 
neg,"i'm afraid you won't get through this frankly fantastical by-the-numbers b-flick with just a suspension of disbelief . rather , you'll have to wrestle disbelief to the ground and then apply the chloroform-soaked handkerchief . "
neg,so relentlessly wholesome it made me want to swipe something . 
neg,the title helpfully offers the most succinct review of it you'll read anywhere . 
neg,"the makers of divine secrets of the ya-ya sisterhood should offer a free ticket ( second prize , of course , two free tickets ) to anyone who can locate a genuinely honest moment in their movie . "
neg,god help the poor woman if attal is this insecure in real life : his fictional yvan's neuroses are aggravating enough to exhaust the patience of even the most understanding spouse . 
neg,let's cut to the consumer-advice bottom line : stay home . 
